topic,sentiment,text
c,-,@Todd_Friesen @DoctorsManitoba @timsmithrx I called the Shoppers on North Main. She said they know they're getting Pfizer shipments but not what dose. She told me to call back in a week 🤷‍♀️. I have my child booked at RBC for next Thurs but was hoping for earlier.
i,-,"I did, but it was NOTHING compared to my reaction to getting #COVID19 last year.   https://t.co/7LcGt53jH9 https://t.co/3jNIq7Yde4"
c,+,Staff also confirmed @tdsb mandatory vaccination rates have gone from 89% in October to 96.9% now… policy is working.
p,0,"🔔 Attention #VaughanWoodbridge parents!  Starting tomorrow, families in #YorkRegion can book an appointment for Pfizer-BioNTech #COVID19 vaccine for their children between 5 and 11 years of age.  https://t.co/O4P2wieRff https://t.co/NC6N4BKDOB"
o,0,"@GovCanHealth when the just-the-facts history is written about how the #jab launched this #BigPharma #PublicHealthCatastrophe, .@GovCanHealth’s #criminally negligent #rubberstamp 😱 of #vaxxing our #kids &amp; #grandkids will be among the most #shameful #painful chapters  https://t.co/arcWECBIun"
c,+,"No hesitation, just relief. Booked my 8 yo for her Pfizer vaccine next Monday 🥳 #CovidVaccine"
i,-,Western Australia Police Officer Suffered Blood Clots and a Stroke After Taking #Pfizer #Vaccine – The Expose  #VaxInjury #VaxDeath #VAERS  https://t.co/Cbx9xxmOiP
c,0,One of the billionaire scientists behind the Pfizer/BioNTech vaccine on what's next #Startup #biotech #ui via https://t.co/l0Y4qQSQ4o https://t.co/AEHpBjQtqQ
c,0,"8 tattoos 8 piercings and 2 Pfizer shots later, I think I might finally be overcoming my fear of needles"
c,0,The Hub - Mid Scarborough in Scarborough [Toronto health unit] 150 1st dose Pfizer or Moderna spots added First available date is 2021-11-23 Book at https://t.co/vpXv2ttJYa See https://t.co/4qFA9CynGL for detailed availability #COVID19Vaccine #vhcON
c,-,@radical_ranger1 @evilseden @MerlinofCanada I’m going to vaccinate my kids. But I disagree with your message. Vaccinating my kid protects my kid. I am doing it to protect my kid. I’m not making a “sacrifice” to for the treater good. That is a good way to scare parents out of vaccination.
g,-,So we don't want to make it easy and accessible for faster vaccination rates.... Ah yes. Thanks Kenny you're an idiot. #ableg https://t.co/RBgKvZVBHE
c,0,"@Elle67328180 @Nav_Gir @jkenney @MattJonesYYC ""Last month the European Medicines Agency announced that it had started evaluating the Pfizer vaccine for children aged five to 11. It is not expected to reach a decision until the end of December.""  It's not like they aren't working on it"
c,0,Your overlords have spoken. Pfizer co-developer says Covid vaccination will be annual — RT World News https://t.co/CRPpKdngQg
c,0,Chapman's Ice Cream faces backlash and boycott over vaccination policy   https://t.co/eaMz15CY10   #IStandWithChapmans
g,0,"@denise_dewald Hey Denise, why won't the FDA release the data it used to approve the Pfizer vaccine? How can we have voluntary informed consent without the information?   https://t.co/yAzAKDTDOm"
i,0,"@rezvine @natetay2 @FinnG_ @Sportsnet You do know Malone had COVID in 2020 suffered with long COVID for months got fully vaccinated (2 doses of Moderna) early in 2021, the realized he could get notoriety by being anti-vax and you have the persona you see today.  He was irrelevant, and now he has a captive audience."
p,0,"No more walk-in #COVID19 vaccination appointments at the convention centre site in Winnipeg as of Thursday, the province says.  This is due to the vaccinations of kids aged 5-11."
c,0,AstraZeneca vaccine may give longer protection that is shielding UK from new Covid wave https://t.co/liqUUdUZ5n
c,0,Appointments can be made through the COVID-19 vaccination portal online or by calling the Provincial Vaccine Contact Centre https://t.co/kC2MAuPtmO
c,0,"@timeToThinkOf @HarperDJ If you can’t see the bias and manipulation of facts in these articles I don’t know what to tell you. Yes vaccination offers good protection, but not nearly as much as those with natural immunity from previous infection have. Antibodies are a small portion of immunity."
p,0,MLA called out for not using right proof of COVID-19 vaccination at Winnipeg café #cbcmb https://t.co/7gc9ZlQGjy
c,0,"Metro Toronto Convention Centre, N Bldg at Front &amp; John in Toronto [Toronto health unit] 181 2nd dose Pfizer or Moderna spots added First available date is 2021-11-23 Book at https://t.co/m7DvqKptvh See https://t.co/egCHzJUDZI for detailed availability #COVID19Vaccine #vhcON"
g,0,"Health authorities in South Australia are racing to organise quarantine ""camps"" for Aboriginal people unable to quarantine at home. https://t.co/08DuaoMbWb"
g,-,"Germans will be ‘vaccinated, cured or dead’ by spring, warns health minister  Jens Spahn rushes out extra doses of BioNTech/Pfizer shot, calls Moderna the ‘Rolls Royce’ of vaccines.  #COVID19   https://t.co/YBSqd3CVt6"
c,-,"@cagey2577 @silla_de_pensar @usehead_heart @DianeDi18 @drsusanshaw @Covid19Critical Then you should oppose the FLCCC and those doctors you mentioned.  I'm not opposed to reasonable profit, but Pfizer and Moderna have been gouging and letting countries (like Canada) outbid other countries to get shipments sooner.  I don't think that's reasonable."
c,0,"@stuart_braun In the tweet right under this one, I update the province's vaccination rate. I don't have enough space in that tweet to do it altogether: https://t.co/CkF0DYrgYI"
i,0,Manitoba's COVID-19 numbers for November 23 with test positivity rates and hospitalizations rising. https://t.co/XIWV26y2jY
c,-,"Notley says the premier has claimed kids don't get the virus, that the risk is low.  We can and must move the dial on vaccination."
o,0,I was pulled aside for enhanced security screening - the sort where they swabbed my Senate computer and my purse for signs of explosives. I asked the security guy about why we didn’t have to show proof of vaccination. He said it was up to the airlines - who are doing it randomly
i,-,"In 2016 @moderna_tx admitted in an article on @statnews that “lipid nanoparticles can lead to dangerous side effects, especially if a patient has to take repeated does over months or years”. https://t.co/Dx9lGTAYUT  they already knew what these side effects are. They should share https://t.co/q2BTasfixR"
i,-,"@aaronhoyland Also STOP ACTING LIKE HE DOESN'T KNOW THAT KIDS CAN SPREAD COVID SO THEY SHOULD BE PROTECTED AND VACCINATED REGARDLESS OF WHETHER THEY ARE AT LOW RISK OF DEATH, ARRRGGGHHHH"
3,0,"Starting Nov. 30th, 2021 three additional COVID -19 Vaccines approved for use by the world health organization will be accepted for travel to and within Canada A Full course of Sinopharm, Sinovac &amp; Covaxin vaccines will be acceptable under the new rules   📱 +1 (647) 333 6867 https://t.co/9PmjaiHBNW"
p,0,Kudos to @VeraEtches @JimWatsonOttawa and all involved @OttawaHealth for getting the 5-11 vaccine booking system working so well shortly after Heath Canada approval for Pfizer.  Both my kids are booked for this Friday! #GetVaxxed #VaccinesWork
c,0,Q re fill rates - @audley_salmon confirms the fill rates issue is across the province - and cannot be attributed only to the mandatory vaccination procedure - downward trend began prior to procedure
o,0,Full list of NACI recommendations here:  https://t.co/Sxypcrvqub
p,0,"Vaccination against COVID-19 is now available to children ages 5 to 11 years old with the Pfizer vaccine. Available by appointment at our 2 mass vaccination sites, located at Décarie Square and in Parc-Ex. Appointments can be made here:  https://t.co/aP3Dbf6Etz or 514-644-4545 https://t.co/NTvLbCoibp"
3,+,"Replying to @HadituptoHere : I had two shots of Moderna. I'll certainly go for the third booster shot by Moderna. Thank you, Had it up. https://t.co/XzwMB7Pfnl"
o,+,"Happy to be vaccinated. Happy to show proof of vaccination. But I'm currently affiliated with 3 post-secondary institutions, so I've had to submit proof 3 times 🤦‍♀️. Two never even sent instructions (then emailed me asking why I hadn't). I swear I am vaccinated! https://t.co/tZmBPjTtlH"
c,0,Mrs. Doubt Pfizer advises against the bioweapon being used to harm children.  Here is the study!  #CrimesAgainstChildren https://t.co/kDKAcHgPhL https://t.co/UBO6lf43we
c,0,@PostFreeCDN @nicole_in_AB Health care workers don't create or enforce vaccination mandates.
c,0,"@Molsonoutdoors @SouthlakeCEO No, this is not true. As a result of our high vaccination rate we did not experience any significant disruptions to patient care resulting from our vaccination policy."
o,0,"@b1gd0g13 @bounder70 @680CJOB @roussin_brent Yup, pure Dr.Evil, it's like we are living in a live Bond movie. Follow the money, read the leaked Pfizer docs with countries, and how Bill Gates is at the top, buying off the media for $319M to shade his involvement. https://t.co/IpWboA9M43"
c,0,"@CTVToronto Any update on this? According to the FDA &amp; Pfizer - as it pertains to children - Do NOT administer Pfizer-BioNTech COVID-19 Vaccine to individuals with known history of a severe allergic reaction (e.g., anaphylaxis)?"
c,-,@celliottability How many children are you willing to sacrifice for your Pfizer overlords?
c,-,"@ctvwinnipeg Actually, it's not COVID-19 it's the fake vaccines. It's happening everywhere where there is high uptake. Malta, Israel, UK, Singapore, etc... Doesn't take a genius to figure this out. Meanwhile, Africa did nothing and doesn't have a single case of COVID-19."
3,+,Didn’t realise they opened up #Pfizer third dose for #metis #inuit #FirstNations and persons with #disabilites. So I am thankful to say I live in #Canada and am lucky enough to get a booster even if many around the world are still waiting. Thankyou @YMCA_Canada Paul Ruddy YMCA https://t.co/oSe34ZT1A4
p,0,"@KellDA @davenewworld_2 Covid cases were 2,315 in Canada (7 day average 2,478) with &gt;90% of eligible population over 12 vaccinated.   Pfizer just approved Friday for 5-11 y-o. Cases are rising slowly but deaths, ICU and hospitalization is relatively flat or dropping. 23 deaths today vs 200 in Jan 2020."
o,0,"May I please get 2 followers to copy and re-post this tweet? I'm trying to demonstrate that someone is always listening.  #SuicidePrevention   1-800-273-8255  Just two. Any two. Copy, not retweet."
c,0,The Hub - Mid Scarborough in Scarborough [Toronto health unit] 150 1st dose Pfizer or Moderna spots added First available date is 2021-11-22 Book at https://t.co/XsOMsX4WEw See https://t.co/4qFA9CynGL for detailed availability #COVID19Vaccine #vhcON
i,0,"Today’s Covid numbers: 253 new cases, 5.2% positivity rate, active alerts and outbreaks in 133 schools with 10+ cases. 475 in hospital including 94 in ICU"
c,0,"@Molsonoutdoors @SouthlakeCEO No, this is not true. As a result of our high vaccination rate we did not experience any significant disruptions to patient care resulting from our vaccination policy."
3,0,"Nabbed a mix'n'match booster. Moderna this time, hope it doesn't kick my ass"
